state,club,program_name,age_group,fee,fee_url
Alabama,Birmingham United Soccer Association (BUSA),AFC South,U9,$1075,https://www.birminghamunited.com/busa-south/
Alabama,Birmingham United Soccer Association (BUSA),AFC South,U10,"$1,200",https://www.birminghamunited.com/busa-south/
Alabama,Birmingham United Soccer Association (BUSA),AFC South,U11,"$1,300",https://www.birminghamunited.com/busa-south/
Alabama,Birmingham United Soccer Association (BUSA),AFC South,U12,"$1,450",https://www.birminghamunited.com/busa-south/
Alabama,Birmingham United Soccer Association (BUSA),AFC South,U15,"$1,000",https://www.birminghamunited.com/busa-south/
Alabama,Birmingham United Soccer Association (BUSA),AFC Alabaster,U4,$550,https://www.birminghamunited.com/busa-alabaster/
Alabama,Birmingham United Soccer Association (BUSA),AFC Alabaster,U9,$550,https://www.birminghamunited.com/busa-alabaster/
Alabama,Birmingham United Soccer Association (BUSA),Junior Academy,U4,$75,https://www.birminghamunited.com/academy/junior-academy/
Alabama,Birmingham United Soccer Association (BUSA),Junior Academy,U6,$75,https://www.birminghamunited.com/academy/junior-academy/
Alabama,Birmingham United Soccer Association (BUSA),Financial Aid Info,U4,$0,https://www.birminghamunited.com/forms-documents/
Alabama,Birmingham United Soccer Association (BUSA),Overview,U4,"$1,850",https://www.birminghamunited.com/ecrl/
Alabama,Birmingham United Soccer Association (BUSA),Overview,U13,"$1,850",https://www.birminghamunited.com/ecrl/
Alabama,Birmingham United Soccer Association (BUSA),Overview,U14,"$1,350",https://www.birminghamunited.com/ecrl/
Alabama,Birmingham United Soccer Association (BUSA),Summer Camps,U4,$130,https://www.birminghamunited.com/camps_clinics/camps/
Alabama,Birmingham United Soccer Association (BUSA),Summer Camps,2009/08,$130,https://www.birminghamunited.com/camps_clinics/camps/
Alabama,Birmingham United Soccer Association (BUSA),Summer Camps,2009/08,$135,https://www.birminghamunited.com/camps_clinics/camps/
Alabama,Birmingham United Soccer Association (BUSA),Summer Camps,U13,$90,https://www.birminghamunited.com/camps_clinics/camps/
Alabama,Birmingham United Soccer Association (BUSA),Summer 6’s,U4,$625,https://www.birminghamunited.com/summer6/
Alabama,Birmingham United Soccer Association (BUSA),Summer 6’s,U8,$625,https://www.birminghamunited.com/summer6/
Alabama,Blount County Youth Soccer,Tryouts,2026/27,$25,https://blountunited.com/tryouts
Alabama,Blount County Youth Soccer,Academy,U5,$99,https://blountunited.com/academy
Alabama,Blount County Youth Soccer,Summer 5v5 League,U5,$80,https://blountunited.com/Summer5v5
Alabama,Blount County Youth Soccer,Rec+,2025/26,$125,https://blountunited.com/rec
Alabama,Blount County Youth Soccer,"hALL pARK 209 e. fRANKLIN st, aLCOA, tn",Ages 6-18,$60,https://www.parksrec.com/facilities/mlk-jr-community-center
Alabama,Blount County Youth Soccer,"John Sevier Pool 1998 Sequoyah aVE, maryville, TN",Age 3-18,$4,https://www.parksrec.com/facilities/john-sevier-pool
Alabama,Blount County Youth Soccer,"Springbrook Pool 636 Vose RD, Alcoa, TN",Age 3-18,$1,https://www.parksrec.com/facilities/springbrook-pool
Alabama,Blount County Youth Soccer,"Springbrook Pool 636 Vose RD, Alcoa, TN",Age 3-18,$4,https://www.parksrec.com/facilities/springbrook-pool
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 5-14,$90,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 3-5,$78,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 5-10,$88,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 6-12,$88,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 10-12,$110,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 7-12,$60,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 6-10,$85,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 3-8,$85,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 3-6,$85,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 6-17,$80,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 11-14,$80,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 7-17,$90,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 8-18,$180,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 13-18,$50,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 9-15,$110,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 12-15,$110,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 6-9,$110,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,Ages 3-8,$99,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,AGES 3-8,$99,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,For Kids 17 & Younger,AGES 3-8,$198,https://www.parksrec.com/recreation-program/youth-programs
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 8-12,$155,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 8-12,$90,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 5-12,$60,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 5-13,$50,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 5-8,$50,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 5-13,$110,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 6-12,$75,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 8-13,$125,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 6-14,$75,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 3-8,$99,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 8-12,$85,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Summer Day Camps,Ages 8-12,$100,https://www.parksrec.com/recreation-program/summer-day-camps
Alabama,Blount County Youth Soccer,Fishing Derby,Ages 3-15,$10,https://www.parksrec.com/special-events/fishing-derby
Alabama,Blount County Youth Soccer,"""GOtta Tri"" Kids Triathlon",Ages 3-6,$18,https://www.parksrec.com/special-events/gotta-tri-kids-triathlon
Alabama,Briarwood Youth Soccer,Pay Soccer Club Fees,U7,$120,https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Briarwood Youth Soccer,Pay Soccer Club Fees,U7,$150,https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Briarwood Youth Soccer,Pay Soccer Club Fees,U9,$175,https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Briarwood Youth Soccer,Pay Soccer Club Fees,U11,"$425,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Briarwood Youth Soccer,Pay Soccer Club Fees,U12,"$575,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Briarwood Youth Soccer,Pay Soccer Club Fees,U13,"$575,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Briarwood Youth Soccer,Pay Soccer Club Fees,U14,"$575,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Briarwood Youth Soccer,Pay Soccer Club Fees,U15,"$575,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Calera Parks and Recreation,Pay Soccer Club Fees,U7,$120,https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Calera Parks and Recreation,Pay Soccer Club Fees,U7,$150,https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Calera Parks and Recreation,Pay Soccer Club Fees,U9,$175,https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Calera Parks and Recreation,Pay Soccer Club Fees,U11,"$425,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Calera Parks and Recreation,Pay Soccer Club Fees,U12,"$575,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Calera Parks and Recreation,Pay Soccer Club Fees,U13,"$575,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Calera Parks and Recreation,Pay Soccer Club Fees,U14,"$575,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,Calera Parks and Recreation,Pay Soccer Club Fees,U15,"$575,",https://briarwood.org/outreach/quest-recreation-outreach/soccer-club/briarwood-soccer-club-fee-payment/
Alabama,EYSA,Rush Recreational Info,U6,$85,https://www.alabamarushsoccer.com/rush-recreational-info
Alabama,EYSA,Rush Minis Info,U5,$75,https://www.alabamarushsoccer.com/2026-rush-minis-info
Alabama,EYSA,Rush Pre Academy Info,U6,$195,https://www.alabamarushsoccer.com/rush-pre-academy-info
Alabama,EYSA,Rush Pre Academy Info,U7,$195,https://www.alabamarushsoccer.com/rush-pre-academy-info
Alabama,EYSA,Rush Pre Academy Info,U8,$195,https://www.alabamarushsoccer.com/rush-pre-academy-info
Alabama,EYSA,Rush Academy Info,U9,$300,https://www.alabamarushsoccer.com/rush-academy-info
Alabama,EYSA,Rush Academy Info,U10,$300,https://www.alabamarushsoccer.com/rush-academy-info
Alabama,EYSA,Rush Academy Info,U11,$300,https://www.alabamarushsoccer.com/rush-academy-info
Alabama,EYSA,Rush Competitive Info,U12,$425,https://www.alabamarushsoccer.com/rush-competitive-info
Alabama,EYSA,Rush Competitive Info,U13,$425,https://www.alabamarushsoccer.com/rush-competitive-info
Alabama,EYSA,Rush Competitive Info,U14,$425,https://www.alabamarushsoccer.com/rush-competitive-info
Alabama,EYSA,Alabama Rush Season Fees,U12,$450,https://www.alabamarushsoccer.com/competitive-fees-
Alabama,EYSA,Alabama Rush Season Fees,U12,$253,https://www.alabamarushsoccer.com/competitive-fees-
Alabama,EYSA,Alabama Rush Season Fees,U11,$119,https://www.alabamarushsoccer.com/competitive-fees-
Alabama,Fairhope Soccer Club,Academy/Select Info,U5,$150,https://www.fairhopesoccerclub.com/academysoccer/
Alabama,Fairhope Soccer Club,Academy/Select Info,U9,$150,https://www.fairhopesoccerclub.com/academysoccer/
Alabama,Fairhope Soccer Club,Uniforms,U5,$175,https://www.fairhopesoccerclub.com/academysoccer/uniforms/
Alabama,Fairhope Soccer Club,Camps,U5,$70,https://www.fairhopesoccerclub.com/camps/
Alabama,Fairhope Soccer Club,Camps,U7,$160,https://www.fairhopesoccerclub.com/camps/
Alabama,FC Birmingham,IMPACT & PARTNERS,U19,$50,https://fcbirmingham.com/impact/
Alabama,FC Birmingham,FAQs,U8,$200,https://fcbirmingham.com/academy/faq
Alabama,FC Birmingham,FAQs,U13,$200,https://fcbirmingham.com/academy/faq
Alabama,FC Montgomery,Outdoor Soccer,U6,$590,https://fcmontgomery.com/soccer-futsal/outdoor-soccer/
Alabama,FC Montgomery,FUTSAL U6-U19,U6,$250,https://fcmontgomery.com/teams/u6/
Alabama,FC Montgomery,FUTSAL U6-U19,U6,$95,https://fcmontgomery.com/teams/u6/
Alabama,FC Montgomery,FUTSAL U6-U19,U6,"$200,",https://fcmontgomery.com/teams/u6/
Alabama,FC Montgomery,Private or Group Lessons & Home School,U6,$45,https://fcmontgomery.com/registration/private-lessons/
Alabama,FC Montgomery,"Camps, Clinics, 3v3 & Tourneys",U6,$155,https://fcmontgomery.com/registration/camps/
Alabama,FC Montgomery,"Camps, Clinics, 3v3 & Tourneys",ages 7-13,$155,https://fcmontgomery.com/registration/camps/
Alabama,FC Montgomery,Soccer Tours,U6,"$2,900",https://fcmontgomery.com/other-services/soccer-tours/
Alabama,FC Montgomery,Soccer Parties,U6,$100,https://fcmontgomery.com/other-services/soccer-party/
Alabama,FC Montgomery,Open-Play,U6,$5,https://fcmontgomery.com/other-services/open-play-tournaments/
Alabama,Hoover Soccer Club,U4-U8 Futures Program,U4,$95,https://www.hooversoccerclub.com/u4-u8-futures-program
Alabama,Hoover Soccer Club,U4-U8 Futures Program,U5-U6,$145,https://www.hooversoccerclub.com/u4-u8-futures-program
Alabama,Hoover Soccer Club,U4-U8 Futures Program,U7-U8,$185,https://www.hooversoccerclub.com/u4-u8-futures-program
Alabama,Hoover Soccer Club,Competitive Program,U15-U19,$1150,https://www.hooversoccerclub.com/competitive
Alabama,Hoover Soccer Club,Recreational Program,U8-U19,$260,https://www.hooversoccerclub.com/recreational
Alabama,Hoover Soccer Club,Camps,U4,$85,https://www.hooversoccerclub.com/camps
Alabama,Hoover Soccer Club,CLICK HERE for U4-8 Future's Program Registration,U4,$20,https://system.gotsport.com/programs/5L6654582?reg_role=player
Alabama,Hoover Soccer Club,CLICK HERE for U9-19 Recreational Program Registration,U9,$25,https://system.gotsport.com/programs/98R325779?reg_role=player
Alabama,Hoover-Vestavia Soccer,Camps,U9,$150,https://hoovervestaviasoccer.com/camps
Alabama,Hoover-Vestavia Soccer,Steel City Cup,U11,$900,https://hoovervestaviasoccer.com/steel-city-cup
Alabama,Hoover-Vestavia Soccer,Steel City Cup,U13,$1050,https://hoovervestaviasoccer.com/steel-city-cup
Alabama,Hoover-Vestavia Soccer,HVS Futures Summer Training Program,U9,$150,https://hoovervestaviasoccer.com/hvs-futures-summer-training-program
Alabama,Madison Blaze Soccer Club,Tryout Information,2016/2015,$175,https://madisonblazesoccer.com/tryout-information
Alabama,Madison Blaze Soccer Club,Tryout Information,2016/15,$175,https://madisonblazesoccer.com/tryout-information
Alabama,Madison Blaze Soccer Club,Tryout Information,2014/2013,$175,https://madisonblazesoccer.com/tryout-information
Alabama,Madison Blaze Soccer Club,Tryout Information,2012/2007,$175,https://madisonblazesoccer.com/tryout-information
Alabama,Moody Soccer Club,Registration Info,U08,$125,https://moodysoccer.gotsportsites.com/registration-info/
Alabama,Moody Soccer Club,Registration Info,U9,$125,https://moodysoccer.gotsportsites.com/registration-info/
Alabama,Montgomery United Soccer Club,Registration,U10,$50,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U09,$50,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U12,$50,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U13,$50,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U16,$50,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U05,$165,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U07,$165,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U09,$180,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U11,$180,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U13,$185,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U15,$195,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,U17,$195,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,Registration,ages 5-15,$165,https://www.monusoccer.org/registration/
Alabama,Montgomery United Soccer Club,MonU Spiritwear,U10,$5,https://www.monusoccer.org/monu-spiritwear/
Alabama,Montgomery United Soccer Club,Philadelphia Union Partnership,U10,$55,https://www.monusoccer.org/philadelphia-union/
Alabama,Montgomery United Soccer Club,Philadelphia Union Partnership,ages 7-12,$55,https://www.monusoccer.org/philadelphia-union/
Alabama,Montgomery United Soccer Club,MonU Masters Golf Outing,U10,$175,https://www.monusoccer.org/monu-masters-golf-outing/
Alabama,Montgomery United Soccer Club,Fall Turf Classic Tournament,U10,$650,https://www.monusoccer.org/fall-turf-classic-tournament/
Alabama,Montgomery United Soccer Club,Fall Turf Classic Tournament,U9,$650,https://www.monusoccer.org/fall-turf-classic-tournament/
Alabama,Montgomery United Soccer Club,Fall Turf Classic Tournament,U09,$650,https://www.monusoccer.org/fall-turf-classic-tournament/
Alabama,Montgomery United Soccer Club,Roger Erb Rec Select Tournament,U10,$350,https://www.monusoccer.org/rogererb/
Alabama,Montgomery United Soccer Club,Roger Erb Rec Select Tournament,U09,$350,https://www.monusoccer.org/rogererb/
Alabama,Montgomery United Soccer Club,Roger Erb Rec Select Tournament,U12,$375,https://www.monusoccer.org/rogererb/
Alabama,Montgomery United Soccer Club,Roger Erb Rec Select Tournament,U14,$375,https://www.monusoccer.org/rogererb/
Alabama,Montgomery United Soccer Club,Roger Erb Rec Select Tournament,U16,$425,https://www.monusoccer.org/rogererb/
Alabama,Montgomery United Soccer Club,Roger Erb Rec Select Tournament,U19,$425,https://www.monusoccer.org/rogererb/
Alabama,North Star Soccer Club,Soccer Programs,U6,$50,https://www.northstarsoccerministries.org/general-7
Alabama,North Star Soccer Club,Soccer Programs,U12,"$100,",https://www.northstarsoccerministries.org/general-7
Alabama,North Star Soccer Club,Youth Referee Program,U10,$12,https://www.northstarsoccerministries.org/youth-referee
Alabama,NOW Soccer Academy,Cadets (2-7),ages 2-7,$150,https://now-soccer.com/programs/cadets
Alabama,NOW Soccer Academy,Clinics,Ages 8-14,$200,https://now-soccer.com/clinics
Alabama,NOW Soccer Academy,Clinics,Ages 7-9,$99,https://now-soccer.com/clinics
Alabama,NOW Soccer Academy,Clinics,Ages 10-14,$99,https://now-soccer.com/clinics
Alabama,NOW Soccer Academy,Clinics,Ages 7-9,$179,https://now-soccer.com/clinics
Alabama,NOW Soccer Academy,Clinics,Ages 10-14,$179,https://now-soccer.com/clinics
Alabama,Pelham Parks and Recreation Youth Soccer,Boys and Girls Soccer,U6,$100,https://pelhamalabama.gov/806/Boys-and-Girls-Soccer
Alabama,Pelham Parks and Recreation Youth Soccer,Boys and Girls Soccer,U8,$100,https://pelhamalabama.gov/806/Boys-and-Girls-Soccer
Alabama,Pelham Parks and Recreation Youth Soccer,Boys and Girls Soccer,ages 8-12,$110,https://pelhamalabama.gov/806/Boys-and-Girls-Soccer
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,"$2,540/Day",https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,$200/Hour or $750/Day,https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,$140/Hour or $500/Day,https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,$40/Hour,https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,$75/Hour,https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,$800/Day,https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,$200/Day,https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,$80/2 Hours,https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pelham Parks and Recreation Youth Soccer,Reserve a Facility,,Resident $40/2 Hours Non-Resident $80/2 Hours,https://pelhamalabama.gov/843/Reservation-Rental-Information
Alabama,Pell City FC,FAQs,U10,"$135,",https://pellcityfc.com/faqs/
Alabama,Pell City FC,FAQs,U10,$45,https://pellcityfc.com/faqs/
