league,event_id,club,gotsport_url
GLA NPL,43157,Cuyahoga Valley Soccer Academy,https://system.gotsport.com/org_event/events/43157/clubs/12666
GLA NPL,43157,Delaware Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/19464
GLA NPL,43157,Elite FC,https://system.gotsport.com/org_event/events/43157/clubs/12399
GLA NPL,43157,Erie FC,https://system.gotsport.com/org_event/events/43157/clubs/12678
GLA NPL,43157,Erie Junior Commodores,https://system.gotsport.com/org_event/events/43157/clubs/18915
GLA NPL,43157,FC Alliance,https://system.gotsport.com/org_event/events/43157/clubs/3624
GLA NPL,43157,FC Midwest Academy Kendallville,https://system.gotsport.com/org_event/events/43157/clubs/25739
GLA NPL,43157,FC Pittsburgh,https://system.gotsport.com/org_event/events/43157/clubs/7788
GLA NPL,43157,Fusion FC NKY,https://system.gotsport.com/org_event/events/43157/clubs/3707
GLA NPL,43157,Gem City Soccer Alliance,https://system.gotsport.com/org_event/events/43157/clubs/35319
GLA NPL,43157,Glory SC,https://system.gotsport.com/org_event/events/43157/clubs/19314
GLA NPL,43157,Greater Firelands FC,https://system.gotsport.com/org_event/events/43157/clubs/5073
GLA NPL,43157,Great Lakes Alliance,https://system.gotsport.com/org_event/events/43157/clubs/12557
GLA NPL,43157,GTFC Impact,https://system.gotsport.com/org_event/events/43157/clubs/7765
GLA NPL,43157,Hoosier Futbol Club,https://system.gotsport.com/org_event/events/43157/clubs/7686
GLA NPL,43157,Indy Eleven North,https://system.gotsport.com/org_event/events/43157/clubs/10239
GLA NPL,43157,Internationals SC,https://system.gotsport.com/org_event/events/43157/clubs/9538
GLA NPL,43157,Kenmore Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/12903
GLA NPL,43157,Kings Hammer New Albany,https://system.gotsport.com/org_event/events/43157/clubs/18666
GLA NPL,43157,Legend SC,https://system.gotsport.com/org_event/events/43157/clubs/19319
GLA NPL,43157,Liberty Football Club,https://system.gotsport.com/org_event/events/43157/clubs/12896
GLA NPL,43157,Lightning SC (OH),https://system.gotsport.com/org_event/events/43157/clubs/23914
GLA NPL,43157,Manta United Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/13548
GLA NPL,43157,Mountaineer United Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/26361
GLA NPL,43157,NASA Xtabi,https://system.gotsport.com/org_event/events/43157/clubs/19321
GLA NPL,43157,Northern Steel,https://system.gotsport.com/org_event/events/43157/clubs/7792
GLA NPL,43157,North FC,https://system.gotsport.com/org_event/events/43157/clubs/12895
GLA NPL,43157,North Stars FC,https://system.gotsport.com/org_event/events/43157/clubs/22929
GLA NPL,43157,Northwest FC,https://system.gotsport.com/org_event/events/43157/clubs/18667
GLA NPL,43157,NY Rush,https://system.gotsport.com/org_event/events/43157/clubs/12909
GLA NPL,43157,Ohio Galaxies FC,https://system.gotsport.com/org_event/events/43157/clubs/7780
GLA NPL,43157,Ohio Premier,https://system.gotsport.com/org_event/events/43157/clubs/7781
GLA NPL,43157,Ohio Strikers United,https://system.gotsport.com/org_event/events/43157/clubs/12676
GLA NPL,43157,Olimpia USA Soccer,https://system.gotsport.com/org_event/events/43157/clubs/19324
GLA NPL,43157,Pacesetter Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/5069
GLA NPL,43157,Pittsburgh Elite Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/12907
GLA NPL,43157,Pittsburgh Football Club,https://system.gotsport.com/org_event/events/43157/clubs/22827
GLA NPL,43157,Pittsburgh Independence FC,https://system.gotsport.com/org_event/events/43157/clubs/34553
GLA NPL,43157,Pittsburgh Riverhounds,https://system.gotsport.com/org_event/events/43157/clubs/63
GLA NPL,43157,Pittsford Mustangs Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/23223
GLA NPL,43157,Polaris Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/13278
GLA NPL,43157,Pride Soccer Club,https://system.gotsport.com/org_event/events/43157/clubs/13279
GLA NPL,43157,Soccer Vision Academy Girls,https://system.gotsport.com/org_event/events/43157/clubs/12670
GLA NPL,43157,Soccer Vision Academy- OH Boys,https://system.gotsport.com/org_event/events/43157/clubs/12901
GLA NPL,43157,Spire FC,https://system.gotsport.com/org_event/events/43157/clubs/26080
GLA NPL,43157,Sporting Columbus,https://system.gotsport.com/org_event/events/43157/clubs/3724
GLA NPL,43157,SP Soccer Academy,https://system.gotsport.com/org_event/events/43157/clubs/13280
GLA NPL,43157,Stark United Premier SC,https://system.gotsport.com/org_event/events/43157/clubs/31713
GLA NPL,43157,Steel City FC,https://system.gotsport.com/org_event/events/43157/clubs/19239
GLA NPL,43157,Syracuse United Soccer of CNY,https://system.gotsport.com/org_event/events/43157/clubs/25086
GLA NPL,43157,Team Challenger FC North,https://system.gotsport.com/org_event/events/43157/clubs/9381
GLA NPL,43157,Tempest FC,https://system.gotsport.com/org_event/events/43157/clubs/10281
GLA NPL,43157,Toledo Celtics,https://system.gotsport.com/org_event/events/43157/clubs/7770
GLA NPL,43157,Upper 90 FC,https://system.gotsport.com/org_event/events/43157/clubs/7771
GLA NPL,43157,Victory SC,https://system.gotsport.com/org_event/events/43157/clubs/18627
MDL NPL (GLA Boys),43156,Columbus Express,https://system.gotsport.com/org_event/events/43156/clubs/7674
MDL NPL (GLA Boys),43156,Gateway Rush Soccer Club,https://system.gotsport.com/org_event/events/43156/clubs/13769
MDL NPL (GLA Boys),43156,Indiana Impact SC,https://system.gotsport.com/org_event/events/43156/clubs/10229
MDL NPL (GLA Boys),43156,Indy Eleven Spirit,https://system.gotsport.com/org_event/events/43156/clubs/7870
MDL NPL (GLA Boys),43156,Mercury,https://system.gotsport.com/org_event/events/43156/clubs/9978
MDL NPL (GLA Boys),43156,Metro Alliance FC,https://system.gotsport.com/org_event/events/43156/clubs/18983
Central States NPL,46428,Gateway Rush Soccer Club,https://system.gotsport.com/org_event/events/46428/clubs/13769
Central States NPL,46428,Gretna Elite Academy,https://system.gotsport.com/org_event/events/46428/clubs/7810
Central States NPL,46428,JB Marine Soccer Club,https://system.gotsport.com/org_event/events/46428/clubs/7801
Central States NPL,46428,Kansas City Surf,https://system.gotsport.com/org_event/events/46428/clubs/5740
Central States NPL,46428,Missouri Rush,https://system.gotsport.com/org_event/events/46428/clubs/7803
Central States NPL,46428,Union KC Soccer Club,https://system.gotsport.com/org_event/events/46428/clubs/5723
Central States NPL,46428,Vision Soccer Academy,https://system.gotsport.com/org_event/events/46428/clubs/7872
South Atlantic Premier,51028,All In Futbol Club Tennessee,https://system.gotsport.com/org_event/events/51028/clubs/13838
South Atlantic Premier,51028,Armada Futbol Club,https://system.gotsport.com/org_event/events/51028/clubs/13840
South Atlantic Premier,51028,Barca Academy Carolinas,https://system.gotsport.com/org_event/events/51028/clubs/12690
South Atlantic Premier,51028,Carolina Football Club,https://system.gotsport.com/org_event/events/51028/clubs/29790
South Atlantic Premier,51028,Carolina Velocity FC,https://system.gotsport.com/org_event/events/51028/clubs/12693
South Atlantic Premier,51028,Charlotte Development Academy,https://system.gotsport.com/org_event/events/51028/clubs/12711
South Atlantic Premier,51028,Charlotte Eagles Soccer Club,https://system.gotsport.com/org_event/events/51028/clubs/12694
South Atlantic Premier,51028,Charlotte Independence SC,https://system.gotsport.com/org_event/events/51028/clubs/3659
South Atlantic Premier,51028,Charlotte Metro FC,https://system.gotsport.com/org_event/events/51028/clubs/12698
South Atlantic Premier,51028,Charlotte Soccer Academy,https://system.gotsport.com/org_event/events/51028/clubs/1071
South Atlantic Premier,51028,Clemson Anderson SA,https://system.gotsport.com/org_event/events/51028/clubs/10494
South Atlantic Premier,51028,Clover Elite,https://system.gotsport.com/org_event/events/51028/clubs/12712
South Atlantic Premier,51028,Fayetteville SC / Villarreal Force Academy,https://system.gotsport.com/org_event/events/51028/clubs/18621
South Atlantic Premier,51028,FC Alliance TN,https://system.gotsport.com/org_event/events/51028/clubs/10500
South Atlantic Premier,51028,FC ATHLETICO,https://system.gotsport.com/org_event/events/51028/clubs/12692
South Atlantic Premier,51028,Fox Soccer Academy of the Carolinas,https://system.gotsport.com/org_event/events/51028/clubs/29599
South Atlantic Premier,51028,Kings Hammer Soccer Club,https://system.gotsport.com/org_event/events/51028/clubs/7714
South Atlantic Premier,51028,Liverpool FC International Academy Carolinas,https://system.gotsport.com/org_event/events/51028/clubs/31421
South Atlantic Premier,51028,NCFC Youth,https://system.gotsport.com/org_event/events/51028/clubs/13797
South Atlantic Premier,51028,Neuse River Futbol Alliance,https://system.gotsport.com/org_event/events/51028/clubs/34228
South Atlantic Premier,51028,North Alabama SC,https://system.gotsport.com/org_event/events/51028/clubs/4167
South Atlantic Premier,51028,North Georgia Soccer Academy,https://system.gotsport.com/org_event/events/51028/clubs/9049
South Atlantic Premier,51028,One Knoxville Youth Club,https://system.gotsport.com/org_event/events/51028/clubs/28030
South Atlantic Premier,51028,Queen City Mutiny,https://system.gotsport.com/org_event/events/51028/clubs/12696
South Atlantic Premier,51028,Rush Union Soccer,https://system.gotsport.com/org_event/events/51028/clubs/10497
South Atlantic Premier,51028,South Carolina Surf SC,https://system.gotsport.com/org_event/events/51028/clubs/10380
South Atlantic Premier,51028,Southern Soccer Academy,https://system.gotsport.com/org_event/events/51028/clubs/9167
South Atlantic Premier,51028,Sporting Charlotte Football Club,https://system.gotsport.com/org_event/events/51028/clubs/27255
South Atlantic Premier,51028,Tennessee SC,https://system.gotsport.com/org_event/events/51028/clubs/7796
South Atlantic Premier,51028,Tennessee United SC,https://system.gotsport.com/org_event/events/51028/clubs/7931
South Atlantic Premier,51028,TN Tempo FC Academy,https://system.gotsport.com/org_event/events/51028/clubs/14140
South Atlantic Premier,51028,United Futbol Academy,https://system.gotsport.com/org_event/events/51028/clubs/10499
South Atlantic Premier,51028,United Nations FC,https://system.gotsport.com/org_event/events/51028/clubs/25705
South Atlantic Premier,51028,Wake FC,https://system.gotsport.com/org_event/events/51028/clubs/4249
Frontier Premier League,50988,Alliance Futbol Club (MO),https://system.gotsport.com/org_event/events/50988/clubs/8193
Frontier Premier League,50988,Arkansas Comets FC,https://system.gotsport.com/org_event/events/50988/clubs/7386
Frontier Premier League,50988,Broken Arrow Soccer Club,https://system.gotsport.com/org_event/events/50988/clubs/5978
Frontier Premier League,50988,FC Tulsa Academy,https://system.gotsport.com/org_event/events/50988/clubs/7339
Frontier Premier League,50988,FC Wichita,https://system.gotsport.com/org_event/events/50988/clubs/5716
Frontier Premier League,50988,Kernow Storm FC,https://system.gotsport.com/org_event/events/50988/clubs/7672
Frontier Premier League,50988,NE Oklahoma FC,https://system.gotsport.com/org_event/events/50988/clubs/6368
Frontier Premier League,50988,South Lakes SC,https://system.gotsport.com/org_event/events/50988/clubs/5143
Frontier Premier League,50988,Southwest MO Rush,https://system.gotsport.com/org_event/events/50988/clubs/10760
Frontier Premier League,50988,Steel United Texas,https://system.gotsport.com/org_event/events/50988/clubs/11254
Frontier Premier League,50988,Tulsa Sheffield United SC,https://system.gotsport.com/org_event/events/50988/clubs/6371
Frontier Premier League,50988,Tulsa Soccer Club,https://system.gotsport.com/org_event/events/50988/clubs/6372
Frontier Premier League,50988,Union SC,https://system.gotsport.com/org_event/events/50988/clubs/6059
Frontier Premier League,50988,West Side Alliance SC,https://system.gotsport.com/org_event/events/50988/clubs/5142
Red River NPL,45381,Amarillo Rush SC,https://system.gotsport.com/org_event/events/45381/clubs/9406
Red River NPL,45381,Americas Futbol Club,https://system.gotsport.com/org_event/events/45381/clubs/11268
Red River NPL,45381,Atletico Dallas Youth,https://system.gotsport.com/org_event/events/45381/clubs/4067
Red River NPL,45381,Aztecas Futbol Club,https://system.gotsport.com/org_event/events/45381/clubs/11184
Red River NPL,45381,Cabosa Shreveport United,https://system.gotsport.com/org_event/events/45381/clubs/5775
Red River NPL,45381,Capital City Soccer OKC,https://system.gotsport.com/org_event/events/45381/clubs/34753
Red River NPL,45381,Corinthians FC of San Antonio,https://system.gotsport.com/org_event/events/45381/clubs/13847
Red River NPL,45381,Coyotes FC Academy,https://system.gotsport.com/org_event/events/45381/clubs/33623
Red River NPL,45381,Cumbre Alta Soccer Bossier City,https://system.gotsport.com/org_event/events/45381/clubs/29646
Red River NPL,45381,Dallas Hornets,https://system.gotsport.com/org_event/events/45381/clubs/31834
Red River NPL,45381,Dallas Texans,https://system.gotsport.com/org_event/events/45381/clubs/460
Red River NPL,45381,Diversity FC,https://system.gotsport.com/org_event/events/45381/clubs/18991
Red River NPL,45381,DKSC,https://system.gotsport.com/org_event/events/45381/clubs/3719
Red River NPL,45381,Dutch FC,https://system.gotsport.com/org_event/events/45381/clubs/12101
Red River NPL,45381,East Texas United SC,https://system.gotsport.com/org_event/events/45381/clubs/12111
Red River NPL,45381,Elite Premier FC,https://system.gotsport.com/org_event/events/45381/clubs/25631
Red River NPL,45381,ETX Elitefc13,https://system.gotsport.com/org_event/events/45381/clubs/31828
Red River NPL,45381,Falls Town FC,https://system.gotsport.com/org_event/events/45381/clubs/8958
Red River NPL,45381,FC Allen,https://system.gotsport.com/org_event/events/45381/clubs/24342
Red River NPL,45381,FC Dallas ETX,https://system.gotsport.com/org_event/events/45381/clubs/4058
Red River NPL,45381,Fever United,https://system.gotsport.com/org_event/events/45381/clubs/4053
Red River NPL,45381,Fort Worth All Stars FC,https://system.gotsport.com/org_event/events/45381/clubs/11281
Red River NPL,45381,Independent Teams - NTX,https://system.gotsport.com/org_event/events/45381/clubs/4050
Red River NPL,45381,Inter Nova FC,https://system.gotsport.com/org_event/events/45381/clubs/13418
Red River NPL,45381,ISW Academy,https://system.gotsport.com/org_event/events/45381/clubs/31636
Red River NPL,45381,Juventus Premier  FC,https://system.gotsport.com/org_event/events/45381/clubs/11275
Red River NPL,45381,Juventus Premier Futbol Club,https://system.gotsport.com/org_event/events/45381/clubs/12236
Red River NPL,45381,Kernow Storm FC,https://system.gotsport.com/org_event/events/45381/clubs/7672
Red River NPL,45381,Liverpool FC Texas,https://system.gotsport.com/org_event/events/45381/clubs/29565
Red River NPL,45381,Lubbock Knights,https://system.gotsport.com/org_event/events/45381/clubs/27323
Red River NPL,45381,Mind & Power Academy,https://system.gotsport.com/org_event/events/45381/clubs/34756
Red River NPL,45381,North Dallas FC,https://system.gotsport.com/org_event/events/45381/clubs/25795
Red River NPL,45381,North Texas Storm Athletic Academy,https://system.gotsport.com/org_event/events/45381/clubs/34806
Red River NPL,45381,NTX Celtic FC,https://system.gotsport.com/org_event/events/45381/clubs/3678
Red River NPL,45381,Revolution FC,https://system.gotsport.com/org_event/events/45381/clubs/11247
Red River NPL,45381,Royal Peak FC,https://system.gotsport.com/org_event/events/45381/clubs/12212
Red River NPL,45381,Solar SC,https://system.gotsport.com/org_event/events/45381/clubs/3729
Red River NPL,45381,Steel United Texas,https://system.gotsport.com/org_event/events/45381/clubs/11254
Red River NPL,45381,Sting Soccer Club,https://system.gotsport.com/org_event/events/45381/clubs/4763
Red River NPL,45381,Texas Spurs,https://system.gotsport.com/org_event/events/45381/clubs/10588
Red River NPL,45381,Tyler FC,https://system.gotsport.com/org_event/events/45381/clubs/13411
Red River NPL,45381,Villarreal NTX,https://system.gotsport.com/org_event/events/45381/clubs/11280
Red River NPL,45381,World Sport FC,https://system.gotsport.com/org_event/events/45381/clubs/34072
Red River NPL,45381,Youth Soccer Development Academy,https://system.gotsport.com/org_event/events/45381/clubs/4059
Mountain West NPL,44839,7 Elite Academy,https://system.gotsport.com/org_event/events/44839/clubs/18591
Mountain West NPL,44839,Black Hills Rapids SC,https://system.gotsport.com/org_event/events/44839/clubs/8331
Mountain West NPL,44839,Blue Knights SC,https://system.gotsport.com/org_event/events/44839/clubs/19048
Mountain West NPL,44839,Broomfield Soccer Club,https://system.gotsport.com/org_event/events/44839/clubs/5640
Mountain West NPL,44839,BVB IA Las Vegas,https://system.gotsport.com/org_event/events/44839/clubs/33908
Mountain West NPL,44839,Cheyenne Soccer Club,https://system.gotsport.com/org_event/events/44839/clubs/5335
Mountain West NPL,44839,Chivas Denver Soccer Academy,https://system.gotsport.com/org_event/events/44839/clubs/5644
Mountain West NPL,44839,Club X Academy,https://system.gotsport.com/org_event/events/44839/clubs/31477
Mountain West NPL,44839,CO Elevation FC,https://system.gotsport.com/org_event/events/44839/clubs/8302
Mountain West NPL,44839,Colorado Rapids Youth Soccer Club,https://system.gotsport.com/org_event/events/44839/clubs/4
Mountain West NPL,44839,Colorado Rush,https://system.gotsport.com/org_event/events/44839/clubs/421
Mountain West NPL,44839,Denver Kickers Sport Club,https://system.gotsport.com/org_event/events/44839/clubs/5659
Mountain West NPL,44839,Flatirons Rush,https://system.gotsport.com/org_event/events/44839/clubs/26065
Mountain West NPL,44839,Grand Junction SC,https://system.gotsport.com/org_event/events/44839/clubs/5668
Mountain West NPL,44839,Gremio FC Utah,https://system.gotsport.com/org_event/events/44839/clubs/34290
Mountain West NPL,44839,Idaho Inferno Soccer Club,https://system.gotsport.com/org_event/events/44839/clubs/3492
Mountain West NPL,44839,Idaho Storm,https://system.gotsport.com/org_event/events/44839/clubs/3466
Mountain West NPL,44839,Idaho Surf SC,https://system.gotsport.com/org_event/events/44839/clubs/9098
Mountain West NPL,44839,Junior Premier League USA,https://system.gotsport.com/org_event/events/44839/clubs/26940
Mountain West NPL,44839,Liverpool FC International Academy Colorado,https://system.gotsport.com/org_event/events/44839/clubs/34949
Mountain West NPL,44839,Missoula Surf,https://system.gotsport.com/org_event/events/44839/clubs/13787
Mountain West NPL,44839,Montana Surf,https://system.gotsport.com/org_event/events/44839/clubs/5875
Mountain West NPL,44839,Nevada Rush,https://system.gotsport.com/org_event/events/44839/clubs/8324
Mountain West NPL,44839,Pride SC,https://system.gotsport.com/org_event/events/44839/clubs/5678
Mountain West NPL,44839,PRIME Soccer Club,https://system.gotsport.com/org_event/events/44839/clubs/5956
Mountain West NPL,44839,Saratoga Springs FC,https://system.gotsport.com/org_event/events/44839/clubs/22994
Mountain West NPL,44839,Sporting Nevada USA Magnifico,https://system.gotsport.com/org_event/events/44839/clubs/33055
Mountain West NPL,44839,SWAT Soccer,https://system.gotsport.com/org_event/events/44839/clubs/22571
Mountain West NPL,44839,Utah Athletic Academy,https://system.gotsport.com/org_event/events/44839/clubs/33614
Mountain West NPL,44839,Vail Valley SC,https://system.gotsport.com/org_event/events/44839/clubs/5698
Mountain West NPL,44839,Villarreal Idaho Academy,https://system.gotsport.com/org_event/events/44839/clubs/34110
Mountain West NPL,44839,Villarreal Las Vegas Academy,https://system.gotsport.com/org_event/events/44839/clubs/13821
VPSL NPL (Virginia),50339,Ashland Youth SL,https://system.gotsport.com/org_event/events/50339/clubs/22610
VPSL NPL (Virginia),50339,AYSO Region 1475,https://system.gotsport.com/org_event/events/50339/clubs/22611
VPSL NPL (Virginia),50339,Baystars,https://system.gotsport.com/org_event/events/50339/clubs/22613
VPSL NPL (Virginia),50339,Beach FC,https://system.gotsport.com/org_event/events/50339/clubs/3748
VPSL NPL (Virginia),50339,Charlottesville Alliance Sports Club,https://system.gotsport.com/org_event/events/50339/clubs/25701
VPSL NPL (Virginia),50339,Chesapeake Ninjas Soccer Club,https://system.gotsport.com/org_event/events/50339/clubs/34209
VPSL NPL (Virginia),50339,Chesapeake SC,https://system.gotsport.com/org_event/events/50339/clubs/25495
VPSL NPL (Virginia),50339,Chesapeake United SC,https://system.gotsport.com/org_event/events/50339/clubs/25564
VPSL NPL (Virginia),50339,Colonial Heights SA,https://system.gotsport.com/org_event/events/50339/clubs/22629
VPSL NPL (Virginia),50339,CVille United FC,https://system.gotsport.com/org_event/events/50339/clubs/22666
VPSL NPL (Virginia),50339,Dynamo Soccer Club,https://system.gotsport.com/org_event/events/50339/clubs/25497
VPSL NPL (Virginia),50339,FC Richmond,https://system.gotsport.com/org_event/events/50339/clubs/19337
VPSL NPL (Virginia),50339,Fury FC (Powhatan SA),https://system.gotsport.com/org_event/events/50339/clubs/19715
VPSL NPL (Virginia),50339,Golden Ball Soccer Academy,https://system.gotsport.com/org_event/events/50339/clubs/3722
VPSL NPL (Virginia),50339,Inter Virginia FC,https://system.gotsport.com/org_event/events/50339/clubs/27451
VPSL NPL (Virginia),50339,"OBX Storm, Inc",https://system.gotsport.com/org_event/events/50339/clubs/23520
VPSL NPL (Virginia),50339,Old Dominion Soccer Club (ODSC),https://system.gotsport.com/org_event/events/50339/clubs/22657
VPSL NPL (Virginia),50339,Rapid Fire FC,https://system.gotsport.com/org_event/events/50339/clubs/34021
VPSL NPL (Virginia),50339,Richmond United,https://system.gotsport.com/org_event/events/50339/clubs/33304
VPSL NPL (Virginia),50339,Rush Academy Peninsula,https://system.gotsport.com/org_event/events/50339/clubs/31189
VPSL NPL (Virginia),50339,Smithfield Soccer Club,https://system.gotsport.com/org_event/events/50339/clubs/22641
VPSL NPL (Virginia),50339,Steel United Virginia,https://system.gotsport.com/org_event/events/50339/clubs/22636
VPSL NPL (Virginia),50339,Suffolk FC,https://system.gotsport.com/org_event/events/50339/clubs/20250
VPSL NPL (Virginia),50339,Tidewater Sharks,https://system.gotsport.com/org_event/events/50339/clubs/13459
VPSL NPL (Virginia),50339,VA Rush Soccer Club,https://system.gotsport.com/org_event/events/50339/clubs/3749
VPSL NPL (Virginia),50339,VIP United FC,https://system.gotsport.com/org_event/events/50339/clubs/22634
VPSL NPL (Virginia),50339,Virginia Beach City FC,https://system.gotsport.com/org_event/events/50339/clubs/7964
VPSL NPL (Virginia),50339,Virginia Legacy SC,https://system.gotsport.com/org_event/events/50339/clubs/3756
VPSL NPL (Virginia),50339,Virginia Reign,https://system.gotsport.com/org_event/events/50339/clubs/25700
VPSL NPL (Virginia),50339,Western Branch Soccer Club,https://system.gotsport.com/org_event/events/50339/clubs/22619
VPSL NPL (Virginia),50339,Xtreme SC,https://system.gotsport.com/org_event/events/50339/clubs/25498
Minnesota NPL,47013,Boreal FC,https://system.gotsport.com/org_event/events/47013/clubs/7756
Minnesota NPL,47013,BV UNITED,https://system.gotsport.com/org_event/events/47013/clubs/4162
Minnesota NPL,47013,CC United Soccer Club,https://system.gotsport.com/org_event/events/47013/clubs/4164
Minnesota NPL,47013,Centennial Soccer Club,https://system.gotsport.com/org_event/events/47013/clubs/5067
Minnesota NPL,47013,East Ridge Soccer Club,https://system.gotsport.com/org_event/events/47013/clubs/4159
Minnesota NPL,47013,Edina Soccer Club,https://system.gotsport.com/org_event/events/47013/clubs/4143
Minnesota NPL,47013,EPSC,https://system.gotsport.com/org_event/events/47013/clubs/13431
Minnesota NPL,47013,Fusion Soccer Club,https://system.gotsport.com/org_event/events/47013/clubs/7752
Minnesota NPL,47013,Joy of the People,https://system.gotsport.com/org_event/events/47013/clubs/14080
Minnesota NPL,47013,Keliix-Intra Soccer Club,https://system.gotsport.com/org_event/events/47013/clubs/13438
Minnesota NPL,47013,Kickers FC,https://system.gotsport.com/org_event/events/47013/clubs/4163
